bottleneck_dir,top-primary-color-white,top-primary-color-beige,top-primary-color-black,top-primary-color-brown,top-primary-color-grey,top-primary-color-blue,top-primary-color-navy,top-primary-color-teal,top-primary-color-green,top-primary-color-olive,top-primary-color-pink,top-primary-color-red,top-primary-color-maroon,top-primary-color-purple,top-primary-color-orange,top-primary-color-yellow,top-secondary-color-white,top-secondary-color-beige,top-secondary-color-black,top-secondary-color-brown,top-secondary-color-grey,top-secondary-color-blue,top-secondary-color-navy,top-secondary-color-teal,top-secondary-color-green,top-secondary-color-olive,top-secondary-color-pink,top-secondary-color-red,top-secondary-color-maroon,top-secondary-color-purple,top-secondary-color-orange,top-secondary-color-yellow,top-secondary-color-none,top-type-short-sleeve-t-shirt,top-type-long-sleeve-t-shirt,top-type-short-sleeve-shirt,top-type-long-sleeve-shirt,top-type-singlet,top-type-polo,t-shirt-style-graphic-text,t-shirt-style-graphic-image,t-shirt-style-round-neck,t-shirt-style-henley,t-shirt-style-pocket,t-shirt-fit-slim-fit,t-shirt-fit-longline,t-shirt-fit-baggy,t-shirt-fit-regular,shirt-style-oxford,shirt-style-dress,shirt-style-graphic,shirt-style-pocket,shirt-style-granddad-collar,shirt-fit-slim-fit,shirt-fit-regular-fit,top-patterns-animal-print,top-patterns-argyle,top-patterns-horizontal-stripe,top-patterns-vertical-stripe,top-patterns-checkered,top-patterns-dotted,top-patterns-floral,top-patterns-plaid,top-material-denim,top-material-dry-fit,top-material-cotton
bottlenecks/Clean clothes/Tops/shortsleeveshirts176.jpg.txt,0.007190647,0.003920109,0.031792596,0.006886392,0.091500811,0.068240993,0.505102813,0.014433348,0.03184776,0.051712509,0.025484648,0.094285704,0.011443739,0.044827301,0.003044889,0.008285687,0.007446174,0.00802142,0.013165815,0.002113579,0.002965512,0.004298941,0.004478076,0.001301342,0.000120807,0.00075849,9.31E-05,0.003590988,0.001018711,0.000203395,0.001445226,0.000389933,0.948588491,0.004054517,0.000149843,0.955582559,0.023414988,0.000129263,0.016668849,0,0,0,0,0,0,0,0,0,0.580335796,0.025843207,0.00026169,0.282830536,0.064647995,0.959470332,0.040529613,0.002071565,0.000990425,0.109803744,0.040011983,0.007896693,0.149448618,0.023959972,0.000715289,0.056852631,0.002873732,0.940273643
bottlenecks/Clean clothes/Tops/solidtshirts310.jpg.txt,0.003134887,0.000209705,0.003129015,0.005663196,0.001216204,0.038836833,0.012545324,0.009933837,0.014246333,0.001862887,0.014410924,0.568098247,0.302182943,0.020013752,0.001069212,0.00344664,0.113774352,0.002023562,0.065864883,0.005287233,0.027988382,0.005569125,0.020042647,0.003182611,0.001479092,0.001382249,0.00661514,0.007526178,0.005060967,0.001655415,0.015362922,0.00217392,0.715011418,0.978674173,0.01201858,0.000217151,4.87E-05,0.000210077,0.008831379,0.162562713,0.046135161,0.951654494,0.016671863,0.056688316,0.215169832,0.113368131,0.070014097,0.60144794,0,0,0,0,0,0,0,0.000618583,0.004834287,0.006761954,0.002396555,0.002502253,0.012410033,0.003118978,0.000465335,0.037126318,0.007673761,0.955199957
bottlenecks/Clean clothes/Tops/graphictshirts1648.jpg.txt,0.003677168,0.001200419,0.816988707,0.010740455,0.122259796,0.001199663,0.021627728,0.001507519,0.001913874,0.013011925,0.000392716,0.000383855,0.001014131,0.003873137,5.23E-05,0.000156715,0.649554908,0.00645619,0.121079482,0.002304099,0.017292429,0.001788543,0.001275321,0.005909963,0.001294231,0.001287733,0.000787321,0.029262312,0.001090505,0.002066587,0.013850617,0.004676788,0.140022948,0.896802604,0.053380188,8.50E-05,3.12E-06,0.011293278,0.038435914,0.114890479,0.708524883,0.957283676,0.001415034,0.082250744,0.101704016,0.115033239,0.231240332,0.552022398,0,0,0,0,0,0,0,0.000623702,0.000556383,0.027451126,0.006294798,0.002457144,0.005307816,0.001499429,0.000124408,0.006557661,0.001105458,0.992336929
bottlenecks/Clean clothes/Tops/plainshirts25.jpg.txt,0.018097628,0.001624194,0.004839513,0.024282916,0.058930244,0.550073206,0.096311636,0.054030314,0.053892192,0.006669006,0.016495107,0.009011229,0.007375302,0.09583959,0.001832347,0.00069563,0.001165116,0.000651779,0.007538067,0.000153646,0.000672419,0.001304549,0.00348494,0.000144435,6.40E-05,8.08E-05,1.33E-05,0.000850783,0.000207313,0.000144294,0.000389775,0.000173928,0.98296088,0.000016036,0.000563433,0.037772622,0.960912764,3.10E-06,0.000732047,0,0,0,0,0,0,0,0,0,0.155101284,0.354822129,0.001086884,0.306081593,0.039563876,0.796470106,0.203529865,0.00608317,0.000564273,0.023958886,0.058422923,0.005779416,0.027247766,0.015973147,0.002011039,0.314634413,0.014278035,0.671087563
bottlenecks/Clean clothes/Tops/graphictshirts1234.jpg.txt,0.006232439,0.000225371,0.445317686,0.005529297,0.473323524,0.014974359,0.02704843,0.000187621,0.001617472,0.001744949,0.001166856,0.007287724,0.000455224,0.014776493,9.36E-05,1.90E-05,0.821893692,0.003608077,0.037578095,0.003457631,0.027491566,0.004496477,0.0016272,0.001380865,0.000968023,0.001148268,0.00113954,0.00423255,0.000517741,0.001180995,0.004134219,0.002769586,0.082375459,0.727523387,0.00361962,0.200820014,0.003135411,0.000638402,0.064263113,0.031712044,0.120088138,0.793221057,0.006972807,0.040194426,0.164337069,0.053275913,0.026631588,0.755755365,0,0,0,0,0,0,0,0.001789861,0.007093526,0.104028672,0.013390701,0.03733461,0.565663517,0.13345173,0.000585438,0.005240239,0.001671004,0.993088782
bottlenecks/Clean clothes/Tops/singlets2.jpg.txt,0.004976752,0.00263789,0.006536217,0.005067162,0.008290367,0.021425627,0.004014695,0.015126498,0.013386861,0.00180744,0.020054244,0.852761567,0.026690779,0.01480351,0.001804789,0.000615584,0.033376854,0.000135667,0.022259278,0.00235391,0.004877447,0.013085854,0.011359325,0.000303183,0.000475246,0.001391486,0.000751053,0.003802735,0.000944185,0.002506159,0.001238594,0.000631846,0.900507152,0.023741515,0.011517038,0.000200954,2.92E-05,0.93293798,0.031573296,0.013541394,0.030581724,0.61323607,0.028095847,0.118807532,0.403956205,0.315968424,0.053038128,0.227037251,0,0,0,0,0,0,0,0.004570371,0.005018535,0.066644102,0.04261642,0.005758332,0.051230378,0.011797462,0.00317405,0.006493922,0.014078281,0.979427815
bottlenecks/Clean clothes/Tops/polos363.jpg.txt,0.013926975,0.025084887,0.006155858,0.011580294,0.830736995,0.0345698,0.017876893,0.009251478,0.035562009,0.005401797,0.000574658,0.002381593,0.000581039,0.005911376,4.48E-05,0.000359425,0.097284243,0.002623027,0.15149115,7.88E-05,0.000657821,0.008914538,0.043242797,0.002445732,0.000222563,0.000471044,0.000354417,0.044024251,0.000604853,0.00385223,0.001101592,0.000988256,0.64164263,0.018155409,0.014432053,0.001272707,0.000311449,9.20E-05,0.96573633,0.050550629,0.02935769,0.015855352,0.068447419,0.037673526,0.014113107,0.007872174,0.00806091,0.969953835,0,0,0,0,0,0,0,0.00034926,0.000458724,0.013649765,0.004716429,0.005627546,0.005513866,0.001683492,9.33E-05,0.005836404,0.003373232,0.990790367
bottlenecks/Clean clothes/Tops/stripedtshirts29.jpg.txt,0.827228904,0.042556092,0.003310691,0.005272136,0.045635257,0.012236415,0.014543845,0.020340039,0.007673378,0.001291597,0.002640779,0.001674503,0.002027011,0.012012417,0.000680214,0.000876765,0.150228292,0.003879394,0.420989871,0.001227214,0.081439078,0.021513162,0.104953483,0.028801303,0.016360672,0.005681025,0.007130754,0.002644145,0.001949868,0.010191487,0.018737186,0.007227357,0.117045671,0.975502431,0.012185776,0.000362343,5.36E-06,0.000809368,0.011134654,0.155892626,0.437450469,0.919960141,0.012798048,0.175729185,0.071141407,0.063581228,0.025898792,0.839378595,0,0,0,0,0,0,0,0.002808839,0.003808015,0.030504696,0.003067493,0.006647445,0.006227464,0.005191372,0.000240413,0.003372171,0.009383313,0.987244546
bottlenecks/Clean clothes/Tops/stripedtshirts33.jpg.txt,0.968043923,0.008474333,0.003452526,0.000354773,0.01657353,0.000240273,0.000296566,0.000317198,0.000178789,0.00014978,0.000201959,0.000237793,0.000019679,0.001406384,3.83E-05,0.000014161,0.007555682,0.000105636,0.933334172,0.000164294,0.01159259,0.000556806,0.000572449,4.50E-05,0.000149863,0.001544982,1.24E-05,0.001349162,0.00011807,0.00077035,0.000725022,0.000477495,0.04092595,0.853122473,0.08009734,0.00060517,0.000522708,0.001907695,0.063744545,0.020144953,0.340465665,0.615227163,0.004096481,0.037593741,0.016731411,0.065755352,0.011509203,0.906004012,0,0,0,0,0,0,0,0.000614643,0.0013159,0.033432737,0.002146439,0.003138614,0.004652349,0.000945511,0.000579248,0.003945253,0.004724625,0.991330147
bottlenecks/Clean clothes/Tops/stripedtshirts159.jpg.txt,0.068945162,0.148205921,0.010639457,0.012586178,0.511137128,0.057235882,0.003448399,0.016831474,0.004213495,0.028439937,0.085737065,0.03166924,0.002316778,0.011035676,0.000366161,0.007192073,0.153493226,0.004875404,0.277441382,0.001047143,0.037241917,0.013250626,0.013452057,0.004164058,0.011109197,0.003612873,0.004774763,0.086649187,0.001329084,0.003379472,0.006987652,0.005428357,0.371763557,0.98913914,0.000702082,0.000215394,3.39E-07,0.004660854,0.00528218,0.007154238,0.039606016,0.907192648,0.006799947,0.143217668,0.043305449,0.076077156,0.023531625,0.857085764,0,0,0,0,0,0,0,0.001148114,0.004679108,0.468974233,0.008994239,0.014729817,0.055263825,0.002777185,0.000610742,0.002475634,0.000967962,0.996556401
bottlenecks/Clean clothes/Tops/polos350.jpg.txt,0.02386841,0.036910765,0.462320775,0.00090651,0.005759005,0.143944383,0.259052694,0.011805762,0.017762616,0.00048249,0.000643722,0.009074073,0.000994856,0.025889451,0.000390739,0.00019371,0.504015386,0.001932413,0.060451709,0.000278615,0.103943601,0.014270407,0.022975538,0.031836622,0.000519305,0.002883778,0.003200049,0.054548401,0.002555914,0.004551997,0.000915325,0.00633811,0.184782818,0.120537147,0.0039586,0.089448027,0.002768435,0.000786378,0.782501459,0.011879197,0.028913381,0.195299134,0.06946294,0.049150642,0.03048959,0.108842,0.038331408,0.822337031,0,0,0,0,0,0,0,0.008061503,0.001410806,0.068369784,0.039000548,0.130989075,0.231944785,0.068427712,0.003135569,0.001202032,0.003105084,0.995692909
bottlenecks/Clean clothes/Tops/denimshirts19.jpg.txt,0.50315851,0.092026763,0.000290528,0.000822607,0.087509744,0.272686839,0.001194419,0.004454001,0.013655514,0.002730649,0.009397827,0.004532762,0.0004502,0.004981448,1.27E-05,0.002095521,0.017093584,0.011549695,0.021765167,0.000195884,0.003700817,0.01521327,0.023353644,0.000184888,0.001098467,0.00771789,0.000355633,0.000560177,0.000347455,0.000157321,9.75E-05,6.94E-05,0.896539211,3.33E-05,5.17E-05,0.001447924,0.99843961,3.45E-07,2.71E-05,0,0,0,0,0,0,0,0,0,0.12859714,0.366350979,0.00059325,0.214187831,0.006734889,0.845015705,0.154984266,0.001457484,0.006476096,0.037345622,0.655955136,0.045018371,0.01650388,0.011102636,0.027874941,0.02969058,0.001292545,0.96901691
bottlenecks/Clean clothes/Tops/graphictshirts793.jpg.txt,0.03036866,0.018913783,0.511910439,0.00175223,0.034387138,0.014378848,0.279644251,0.004480886,0.017447623,0.011912347,0.002996922,0.006226109,0.014701551,0.047099508,0.000694554,0.003085133,0.551158965,0.000655061,0.07112024,0.001483205,0.017031068,0.010318898,0.00493799,0.002768947,0.012587034,0.003628884,0.00059247,0.067121916,0.002558089,0.01743192,0.020827217,0.18355687,0.032221299,0.99301517,0.003135085,0.000803361,1.78E-05,0.000157901,0.002870775,0.401819885,0.626096249,0.916702926,0.003795299,0.049338028,0.076846778,0.355525821,0.211794719,0.355832636,0,0,0,0,0,0,0,0.001554097,0.000476708,0.003537128,0.001946042,0.010026773,0.001977585,0.000859686,0.000205242,0.005558217,0.000826503,0.99361527
bottlenecks/Clean clothes/Tops/solidtshirts155.jpg.txt,0.002958086,0.000981954,0.639541686,0.037709951,0.050141811,0.025987789,0.158556923,0.013482135,0.012262167,0.022911802,0.002609843,0.00220733,0.005572715,0.024524344,0.000255639,0.000295865,0.030065037,0.000170049,0.032280557,0.009185265,0.066324279,0.004127468,0.002400584,0.00091317,0.002936123,0.001229128,0.000412355,0.001249668,0.011004273,0.000533874,0.000587947,0.003399213,0.833181024,0.99170363,0.004956249,0.0001842,0.000029136,0.000312084,0.002814783,0.014331574,0.079003289,0.95012337,0.00786371,0.060764004,0.105067819,0.169220939,0.098003261,0.627708018,0,0,0,0,0,0,0,0.000755903,0.001451457,0.008803183,0.003509415,0.007175112,0.006459376,0.00793266,0.000170618,0.016500304,0.009720748,0.973778963
bottlenecks/Clean clothes/Tops/shortsleeveshirts349.jpg.txt,0.005112767,0.01547157,0.024795186,0.028501276,0.016554339,0.033450764,0.085551433,0.037479591,0.449132085,0.078068286,0.004611139,0.172353506,0.022732172,0.01828,0.003030829,0.004875054,0.003327888,0.000410337,0.002427214,5.32E-05,0.0001477,0.000213809,0.001159609,0.000583924,0.000219261,7.85E-06,8.06E-06,0.000722046,8.04E-05,0.00010258,8.31E-05,0.000797804,0.989655137,0.000997644,0.000310038,0.943875015,0.030498643,0.000031587,0.024287121,0,0,0,0,0,0,0,0,0,0.217056304,0.112865716,0.000722178,0.146095961,0.075547732,0.980659664,0.019340368,0.001413709,0.000701886,0.014632849,0.004019746,0.00401545,0.032523785,0.004143549,0.000174058,0.026428888,0.004058397,0.969512701
bottlenecks/Clean clothes/Tops/polos30.jpg.txt,0.001546313,0.005237146,0.133699551,0.132428035,0.561996102,0.009717379,0.018548356,0.007963213,0.059843771,0.033242703,0.000428297,0.002844794,0.000824145,0.030476317,0.000817015,0.000386814,0.079632051,0.001485198,0.180372566,0.000685429,0.015998598,0.004286723,0.019337824,0.009150601,0.001984426,0.001274852,0.002292221,0.004324417,0.00047615,0.003907039,0.004318919,0.00107151,0.669401467,0.043436557,0.001356528,0.002960522,8.54E-06,0.000175323,0.952062428,0.013512265,0.036966298,0.077577591,0.018965669,0.243752644,0.063223973,0.050259512,0.013165375,0.873351157,0,0,0,0,0,0,0,0.005934005,0.003824903,0.030738585,0.006013071,0.005748535,0.012960922,0.007101712,0.000387507,0.008471908,0.002521333,0.989006758
bottlenecks/Clean clothes/Tops/graphictshirts1019.jpg.txt,0.007439121,0.006775238,0.146717206,0.041742284,0.097047053,0.056003448,0.379535943,0.025720332,0.018342301,0.005991228,0.000675418,0.019572707,0.021348316,0.169410527,0.002515613,0.001163339,0.789088488,0.008186111,0.045570239,0.004327127,0.028088886,0.022557786,0.018875979,0.025410194,0.01322048,0.000869824,0.002656876,0.004688182,0.004426617,0.007935054,0.005959824,0.00158698,0.016551388,0.997902513,0.000586914,3.96E-05,2.30E-07,9.22E-05,0.001378642,0.892357051,0.263743609,0.989341617,0.003111327,0.032739338,0.162883908,0.063583329,0.021400973,0.75213176,0,0,0,0,0,0,0,0.00221757,0.005714376,0.009239597,0.001104042,0.003184165,0.006289795,0.006658765,0.00017387,0.012398624,0.01820196,0.969399452
bottlenecks/Clean clothes/Tops/graphictshirts1680.jpg.txt,0.894304812,0.032880988,0.027542245,0.000290213,0.019057825,0.005912042,0.006332463,0.002763223,0.003508443,0.000436483,0.000579947,0.000547125,0.000314798,0.005126311,0.000113523,0.000289511,0.066489711,0.001502657,0.828161955,0.004804947,0.016030226,0.007823468,0.006198619,0.01302873,0.018934824,0.003575354,0.000393521,0.009051214,0.001237284,0.008387723,0.001317237,0.008531909,0.004530623,0.90885669,0.064135276,0.00045652,2.14E-06,0.00851323,0.018036077,0.34644118,0.819510818,0.909506738,0.003447752,0.184842318,0.081110187,0.107024007,0.106708415,0.705157459,0,0,0,0,0,0,0,0.005905211,0.003221028,0.006244404,0.001545716,0.006712753,0.001467559,0.000913382,0.000173805,0.000575312,0.004688879,0.994735777
bottlenecks/Clean clothes/Tops/shortsleeveshirts368.jpg.txt,0.001607849,0.00058463,0.002997184,0.000695775,0.000620633,0.027593045,0.031665161,0.004761927,0.013096231,0.000482681,0.008681005,0.868130326,0.026217865,0.009496786,0.001755519,0.001613441,0.007580035,0.001237468,0.00617409,0.000218937,0.000584301,0.000969836,0.002996623,0.000397437,0.000166919,0.000303542,1.26E-05,0.001822991,0.000125876,0.000187712,0.00056991,0.000251581,0.976400137,0.000900649,0.000285432,0.849886298,0.141967386,8.83E-05,0.006871846,0,0,0,0,0,0,0,0,0,0.375482559,0.058799774,0.001367347,0.390902638,0.080403499,0.822858512,0.177141503,0.00186088,0.001583204,0.004663859,0.010704382,0.003021826,0.050373178,0.010088472,0.000442721,0.057625111,0.002435467,0.939939439
bottlenecks/Clean clothes/Tops/solidtshirts285.jpg.txt,0.007772208,0.000222683,0.034683283,0.020007668,0.003918771,0.055361081,0.120287135,0.013771372,0.008042313,0.000582837,0.000703313,0.652314544,0.019194745,0.060117845,0.002768186,0.000252019,0.517456532,0.002943414,0.028652184,0.002789683,0.063945115,0.016806493,0.012605019,0.007683325,0.001805454,0.000171696,0.009461399,0.047044884,0.004971497,0.008145681,0.005883845,0.055228211,0.214405626,0.978007257,0.005094028,0.000396657,7.11E-06,0.000457703,0.016037228,0.096175015,0.387160778,0.947754145,0.019265741,0.161749914,0.107290343,0.067884795,0.048721697,0.776103139,0,0,0,0,0,0,0,0.000782308,0.003347036,0.040758152,0.004483425,0.009195584,0.01757359,0.004459042,0.000187876,0.009865325,0.042850226,0.947284401
bottlenecks/Clean clothes/Tops/graphictshirts1056.jpg.txt,0.009503211,0.005255299,0.258583516,0.009742361,0.020711027,0.014661941,0.520955086,0.048621625,0.01385374,0.006990762,0.001933669,0.003977841,0.01635745,0.065716714,0.001400572,0.001735134,0.72520411,0.018363357,0.030807199,0.00398028,0.027901188,0.048394658,0.016114585,0.031145621,0.015085734,0.007209954,0.007716864,0.026808826,0.005281147,0.006664811,0.017003002,0.007855164,0.004463581,0.99846065,0.000966279,5.14E-05,5.11E-07,0.000125749,0.000395457,0.796416402,0.573481143,0.994118094,0.002707986,0.022391904,0.218598828,0.075134717,0.05411835,0.652148068,0,0,0,0,0,0,0,0.001355801,0.006573367,0.011789799,0.000618924,0.001307808,0.008392215,0.010665832,0.00066296,0.006106023,0.01360085,0.980293214
bottlenecks/Clean clothes/Tops/graphictshirts1645.jpg.txt,0.266168088,0.141254067,0.025090253,0.003673578,0.413663834,0.021319851,0.018350139,0.082981281,0.001844718,0.002716094,0.004705924,0.010741325,0.001475005,0.00195515,0.00073542,0.003325239,0.15290153,0.041564114,0.235517159,0.018366417,0.27617693,0.034955591,0.055911433,0.010618845,0.008909091,0.049766235,0.013396163,0.019063696,0.004651727,0.020784663,0.020823946,0.002616015,0.033976544,0.996525943,0.000537563,3.90E-05,4.09E-08,0.00167387,0.001223714,0.182529748,0.841959298,0.994080365,0.004875531,0.032046694,0.22250548,0.086428247,0.097012989,0.594053268,0,0,0,0,0,0,0,0.001775703,0.003475361,0.01627769,0.000396573,0.002125955,0.009662548,0.00301592,0.000343053,0.003040044,0.004164199,0.992795765
bottlenecks/Clean clothes/Tops/stripedtshirts49.jpg.txt,0.285579443,0.002632447,0.193934247,0.026016081,0.121659696,0.059888911,0.028667681,0.022971509,0.003766583,0.001262663,0.002530969,0.055580374,0.001583493,0.023217078,0.170300722,0.000408084,0.115998,0.003942041,0.8009336,0.003865449,0.025099153,0.011227496,0.007646666,0.000487621,0.004122574,0.000759584,0.000406873,0.0027875,0.000988092,0.013347028,0.002511168,0.000809493,0.005067671,0.839841068,0.01274565,0.001277444,2.76E-05,0.075643025,0.070465207,0.041052569,0.142856509,0.848249972,0.002928424,0.110145323,0.205453962,0.092678703,0.022425432,0.679441869,0,0,0,0,0,0,0,0.006036468,0.0021262,0.641869426,0.032775197,0.019596608,0.029260486,0.005901936,0.000153904,0.009168708,0.016290369,0.974540949
bottlenecks/Clean clothes/Tops/graphictshirts295.jpg.txt,0.976368666,0.004914591,0.002963656,0.000661419,0.005622754,0.002317138,0.001553164,0.000529514,0.000350714,4.68E-05,0.000808931,0.002007225,0.000153337,0.000997498,0.000678673,2.59E-05,0.08095371,0.001501159,0.1252767,0.001932643,0.034013603,0.063839898,0.087760024,0.003197299,0.004881384,0.008476965,0.000400181,0.029869495,0.003814605,0.00386837,0.00562602,0.00746825,0.537119746,0.115141533,0.837139309,0.001504981,0.004735743,0.005261048,0.036217369,0.185356468,0.186311677,0.733883143,0.031438999,0.084454224,0.096589468,0.033733893,0.059933402,0.809743226,0,0,0,0,0,0,0,0.008742996,0.01118804,0.031630941,0.043109797,0.009414679,0.009473177,0.009129212,0.000436155,0.003391064,0.005092686,0.991516233
bottlenecks/Clean clothes/Tops/printedshirts222.jpg.txt,0.038892232,0.00274494,0.316235155,0.001629705,0.490778387,0.056531977,0.023048421,0.000683927,0.00558485,0.001260615,0.005441895,0.015942292,0.001854655,0.039161172,3.45E-05,0.000175187,0.128845453,0.006317529,0.082747996,0.002352346,0.022096824,0.002550595,0.0015177,0.000234567,0.000847262,0.001098798,1.15E-05,0.003359108,0.000304562,3.63E-05,0.000403305,4.34E-05,0.747232676,0.000660115,0.003640099,0.013422034,0.982222438,4.50E-06,0.000050761,0,0,0,0,0,0,0,0,0,0.090720184,0.129285157,0.000537101,0.416498989,0.038561031,0.956196308,0.043803643,0.000253639,0.000977215,0.124476284,0.064035788,0.04614329,0.053009868,0.017371774,0.001610206,0.019314686,0.000883462,0.979801893
bottlenecks/Clean clothes/Tops/solidtshirts517.jpg.txt,0.935112476,0.016614392,0.001866278,0.001115537,0.016021637,0.010643945,0.002325853,0.007533018,0.001023192,0.000569936,0.002004483,0.001898277,3.09E-05,0.002874829,0.000289971,7.53E-05,0.042092908,0.006238582,0.259092659,0.001998353,0.22244966,0.016028797,0.087480851,0.084360249,0.008158075,0.002628941,0.00069768,0.023773309,0.000705118,0.013935254,0.016515071,0.004980704,0.208863735,0.78457278,0.030334855,0.007084834,2.87E-05,0.01037263,0.167606086,0.044078786,0.13880147,0.787255764,0.021412836,0.354015112,0.075091273,0.073918864,0.049021781,0.801968038,0,0,0,0,0,0,0,0.002343945,0.001916085,0.054089695,0.002478804,0.003361919,0.011190899,0.006097606,9.37E-05,0.001534034,0.003908543,0.994557381
bottlenecks/Clean clothes/Tops/printedshirts2.jpg.txt,5.75E-05,1.40E-05,0.109284632,0.014594831,0.026326798,0.015615735,0.782373309,5.60E-05,0.002429884,0.018313561,9.54E-05,0.009436296,0.005221604,0.016026411,6.42E-05,8.98E-05,0.091736242,0.000830698,0.026833583,0.041380476,0.115992896,0.003686974,0.00048761,0.000156392,0.0002548,6.74E-05,0.00251056,0.006381611,0.017035134,0.008819827,0.002365508,0.002663897,0.678796411,0.070900716,0.011683441,0.000391694,0.915560901,1.17E-06,0.001462089,0,0,0,0,0,0,0,0,0,0.294956207,0.003291244,9.48E-05,0.306992799,0.2153911,0.911288977,0.088711001,0.000157744,0.00035543,0.037533667,0.006673178,0.042085961,0.060368028,0.023439044,0.000464413,0.022277337,0.008389209,0.96933347
bottlenecks/Clean clothes/Tops/solidtshirts453.jpg.txt,0.042143602,0.013704224,0.015560228,0.040140364,0.051637188,0.12245746,0.00418718,0.038279999,0.006614151,0.001439162,0.323725343,0.17311351,0.004739487,0.041435573,0.119180746,0.001641747,0.213402018,0.001151289,0.094097011,0.003659821,0.067108944,0.085803531,0.006121861,0.022110311,0.00179362,0.005057856,0.001298506,0.013820822,0.003841617,0.003096834,0.014273665,0.013921013,0.449441195,0.859410882,0.010680714,0.007594019,0.000169148,0.015310926,0.106834441,0.033032682,0.122861058,0.637373328,0.024469938,0.180851296,0.066967353,0.082843825,0.037495051,0.812693775,0,0,0,0,0,0,0,0.002076744,0.00533365,0.047778234,0.016184146,0.012378742,0.031129036,0.008873862,5.50E-05,0.001599308,0.010845136,0.987555563
bottlenecks/Clean clothes/Tops/graphictshirts206.jpg.txt,0.014985901,0.001384592,0.894874692,0.002166175,0.007634811,0.00024404,0.066867463,0.000453473,0.001442938,0.000389376,7.07E-05,0.000061767,0.001472273,0.007885464,5.34E-05,1.29E-05,0.645262718,0.008096734,0.052360494,0.002748079,0.011668486,0.007838948,0.005947744,0.018543793,0.02501039,0.003332477,0.001070315,0.062471591,0.009468768,0.007834478,0.030297052,0.090755127,0.017292762,0.960361183,0.027490296,5.53E-05,1.26E-05,0.003178038,0.008902504,0.613197386,0.762325347,0.944920242,0.005267709,0.015179536,0.118503898,0.287678897,0.116076782,0.477740437,0,0,0,0,0,0,0,0.002455227,0.00347561,0.01146638,0.005406046,0.004759253,0.004496732,0.006873292,0.000759818,0.010261499,0.004436271,0.98530221
bottlenecks/Clean clothes/Tops/graphictshirts498.jpg.txt,0.939736664,0.013426834,0.003552949,6.16E-05,0.00415492,0.017525159,0.007349514,0.006781301,0.000575827,0.000125922,0.001828713,7.33E-05,0.000110442,0.003628654,0.000223287,0.000844888,0.016588526,0.001525038,0.147747055,0.000120226,0.044131737,0.075697362,0.136076167,0.062401418,0.003917123,0.000693312,0.347628534,0.060072586,0.002732565,0.057388507,0.031910211,0.000556465,0.010813174,0.99756372,0.000975158,2.98E-05,6.79E-08,0.000349703,0.001081444,0.070231199,0.709411144,0.975857437,0.002582462,0.047594357,0.107526697,0.035708156,0.034680933,0.822084189,0,0,0,0,0,0,0,0.00040809,0.001252262,0.010080066,0.000447765,0.00256936,0.001645754,0.001398536,0.000162974,0.001255862,0.001459526,0.997284651
bottlenecks/Clean clothes/Tops/polos59.jpg.txt,0.000757546,0.000723976,0.001167726,0.000738457,0.000733834,0.004705594,0.001951571,0.002344075,0.002263577,0.0004555,0.00035125,0.05819587,0.000507595,0.001062227,0.894462466,0.02957882,0.052376155,0.000262704,0.021987248,4.03E-05,0.00225852,0.002666878,0.005058345,0.002251565,0.000176286,0.00078391,0.00019285,0.018928399,0.000212004,0.000511521,0.005199947,0.051977478,0.835115969,0.004166622,7.59E-05,0.008560309,0.000420025,0.000558455,0.986218631,0.036210962,0.035373047,0.004965745,0.045508001,0.041821051,0.007871902,0.014495021,0.008801281,0.968831837,0,0,0,0,0,0,0,0.00191605,0.001204731,0.013769038,0.008732361,0.001582533,0.017251652,0.022067783,0.001831216,0.006092605,0.006311203,0.987596154
bottlenecks/Clean clothes/Tops/plainshirts231.jpg.txt,0.018291889,0.004962594,0.268079013,0.021000054,0.183823794,0.05359719,0.155517846,0.007363203,0.160793945,0.069872595,0.014294431,0.008161959,0.006191829,0.025046295,0.000480691,0.002522723,0.005478083,0.004074663,0.000763146,0.000502449,0.000201138,0.002128631,0.001158189,0.000177022,0.00027185,0.000511469,1.14E-05,0.00037725,3.59E-05,2.47E-05,0.000906927,1.55E-05,0.983361661,1.77E-05,0.001856169,0.011745285,0.985980213,2.06E-06,0.000398479,0,0,0,0,0,0,0,0,0,0.424722225,0.036960587,0.000707548,0.220472544,0.051515091,0.819385827,0.180614173,0.002402517,0.000564143,0.005836722,0.006636723,0.004612978,0.013235571,0.001715574,0.000588416,0.331911743,0.001308039,0.666780174
bottlenecks/Clean clothes/Tops/polos288.jpg.txt,0.000542639,0.000868018,0.058577232,0.037387461,0.770850658,0.005974792,0.039295256,0.001461775,0.029742628,0.042088319,0.000664162,0.00263051,0.004008662,0.005635808,0.000204178,6.80E-05,0.157775343,0.00165549,0.380053133,0.000439326,0.006496238,0.007075958,0.005706268,0.0020228,0.002912066,0.000379293,0.001586812,0.009528356,0.000864741,0.014307467,0.009174382,0.001086944,0.398935497,0.344676614,0.016713763,0.007954876,0.000314553,0.000177148,0.630163014,0.063649036,0.083239056,0.374253839,0.014597147,0.06722869,0.022413332,0.08321996,0.024553655,0.869813025,0,0,0,0,0,0,0,0.000640715,0.000413638,0.017692309,0.005431722,0.003664997,0.016695496,0.00347971,0.000264347,0.030775329,0.001890099,0.967334509
